id,text,cleaned_text,label_name,label
11373,sorry you seem to lack the willingness to reflect on your own behaviors and views . there r lots of us who don't approve of antifa tactics .,sorry you seem to lack the willingness to reflect on your own behaviors and views . there r lots of us who don't approve of antifa tactics .,Not HS,0
11374,trump denounces white supremacists  defends bannon via,trump denounces white supremacists defends bannon via,Not HS,0
11375,remember : democrats believe felons should be allowed to vote . #blmkidnapping,remember : democrats believe felons should be allowed to vote . blmkidnapping,Not HS,0
11376,70 million us white christian racist superiors are in 21st century against racial mix.please be fai,70 million us white christian racist superiors are in 21st century against racial mix.please be fai,Implicit HS,2
11377,white children are disproportionately the v,white children are disproportionately the v,Implicit HS,2
11378,: robert spencer was not there . richard spencer ( white supremist ) was . yet you are an editor,: robert spencer was not there . richard spencer ( white supremist ) was . yet you are an editor,Not HS,0
11379," rt small  "" peaceful "" "" groups takes whole city hostage . same story repeats again & again across towns of india """," rt small "" peaceful "" "" groups takes whole city hostage . same story repeats again & again across towns of india """,Not HS,0
11380,i'm not white clown,i'm not white clown,Not HS,0
11381,it's just that the white man is indoctrinated to deny his own national and racial identity .,it's just that the white man is indoctrinated to deny his own national and racial identity .,Implicit HS,2
11382,deportable illegals? what? every illegal alien parasite in the usa are deportable illegal aliens.,deportable illegals? what? every illegal alien parasite in the usa are deportable illegal aliens.,Implicit HS,2
11383,: yeah it was flat . got up there and tried to recreate the magic of the primary but it is gone . half the people in,: yeah it was flat . got up there and tried to recreate the magic of the primary but it is gone . half the people in,Not HS,0
11384,you guys are going to sticky an explanation for the alt-right on your site for the inevitable flood  right ?,you guys are going to sticky an explanation for the alt-right on your site for the inevitable flood right ?,Not HS,0
11385,i'm sharing this  but i'm not going to make a comment about politics and diversity and how you can't have european culture without europeans . #tcot #altright #art #history,i'm sharing this but i'm not going to make a comment about politics and diversity and how you can't have european culture without europeans . tcot altright art history,Implicit HS,2
11386," has to say  "" proud jew "" "" because she can't pass as white . """," has to say "" proud jew "" "" because she can't pass as white . """,Implicit HS,2
11387,white nationalist alt-right celebrates a banner month via,white nationalist alt-right celebrates a banner month via,Not HS,0
11388,the young homeless girl was delighted when i asked if i could take her home . she was n't too excited when i walked off with her cardboard box .,the young homeless girl was delighted when i asked if i could take her home . she was n't too excited when i walked off with her cardboard box .,Implicit HS,2
11389,"I don't care what background, heritage, mental illness or skin color a person has, I've got no sympathy. I'm actually happy when the criminals decide to off themselves saves me time and money not being wasted. https://www.msn.com/en-us/news/us/sympathy-for-whi...","i don't care what background, heritage, mental illness or skin color a person has, i've got no sympathy. i'm actually happy when the criminals decide to off themselves saves me time and money not being wasted. url",Implicit HS,2
11390,"London police arrest two men in connection with the London Terrorist Bombing  One, 18 yrs old  One, 21 yrs old  Won't tell us who/what they ARE, but I can just about tell you who/what they AREN'T  White/European British Native Londoners IQ above room temperature Self-sufficient  Any takers at 10:1?","london police arrest two men in connection with the london terrorist bombing one, 18 yrs old one, 21 yrs old won't tell us who/what they are, but i can just about tell you who/what they aren't white/european british native londoners iq above room temperature self-sufficient any takers at 10:1?",Implicit HS,2
11391,bernie sanders : white people dont know what it is like to bepoor,bernie sanders : white people dont know what it is like to bepoor,Not HS,0
11392,"we kill, we go to jail. they slaughter us and get rewarded. miss me with this nonsense","we kill, we go to jail. they slaughter us and get rewarded. miss me with this nonsense",Implicit HS,2
11393,then do something about it you fat white libtards .,then do something about it you fat white libtards .,Explicit HS,1
11394,this should frighten everyone ! meat plant raises the steaks for freedom :,this should frighten everyone ! meat plant raises the steaks for freedom :,Not HS,0
11395,remember the black and white races are totally equal .,remember the black and white races are totally equal .,Not HS,0
11396,agreed . the white race got too selfish and stopped having kids in exchange for materialism . now they're done .,agreed . the white race got too selfish and stopped having kids in exchange for materialism . now they're done .,Implicit HS,2
11397,it was white europeans that birthed america  why hand it over to cult,it was white europeans that birthed america why hand it over to cult,Not HS,0
11398,: have a discord session about this between every known person in ar ( i . e . you and hunter ) and disc,: have a discord session about this between every known person in ar ( i . e . you and hunter ) and disc,Not HS,0
11399,the foot like this . your holding back white nationalism .,the foot like this . your holding back white nationalism .,Not HS,0
11400,somalians celebrate christmas in denmark : horrific racially motivated attack on white couple attack-on-white-couple via,somalians celebrate christmas in denmark : horrific racially motivated attack on white couple attack-on-white-couple via,Implicit HS,2
11401,@ tn-brahman cm or an dalit cm-they don ` t care caste but ability .. thanks to tn radicle media which has upgraded them,@user tn-brahman cm or an dalit cm-they don ` t care caste but ability .. thanks to tn radicle media which has upgraded them,Not HS,0
